3.050000000000000000e+02,-4.600000000000000000e+02,-8.000000000000000000e+01
3.050000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
3.250000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
3.450000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
3.650000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
3.850000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
3.850000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
4.050000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
4.250000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
4.450000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
4.650000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
4.850000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
5.050000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
5.450000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
5.650000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
5.850000000000000000e+02,-4.400000000000000000e+02,-8.000000000000000000e+01
5.850000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
6.050000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
6.450000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
6.650000000000000000e+02,-4.200000000000000000e+02,-8.000000000000000000e+01
6.650000000000000000e+02,-4.000000000000000000e+02,-8.000000000000000000e+01
6.650000000000000000e+02,-3.800000000000000000e+02,-8.000000000000000000e+01
6.450000000000000000e+02,-3.800000000000000000e+02,-8.000000000000000000e+01
6.450000000000000000e+02,-3.600000000000000000e+02,-8.000000000000000000e+01
6.450000000000000000e+02,-3.400000000000000000e+02,-8.000000000000000000e+01
6.450000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
6.050000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
5.850000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
5.650000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
5.450000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-3.200000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-3.000000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-2.800000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-2.600000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-2.400000000000000000e+02,-8.000000000000000000e+01
5.250000000000000000e+02,-2.200000000000000000e+02,-8.000000000000000000e+01
5.450000000000000000e+02,-2.200000000000000000e+02,-8.000000000000000000e+01
5.650000000000000000e+02,-2.200000000000000000e+02,-8.000000000000000000e+01
5.850000000000000000e+02,-2.200000000000000000e+02,-8.000000000000000000e+01
6.050000000000000000e+02,-2.200000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-2.200000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-2.000000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-1.800000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-1.600000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-1.400000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-1.200000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-1.000000000000000000e+02,-8.000000000000000000e+01
6.250000000000000000e+02,-8.000000000000000000e+01,-8.000000000000000000e+01
6.250000000000000000e+02,-6.000000000000000000e+01,-8.000000000000000000e+01
6.250000000000000000e+02,-4.000000000000000000e+01,-8.000000000000000000e+01
6.250000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+01
6.450000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+01
6.650000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+01
6.850000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+01
7.050000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+01
7.250000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+01
7.250000000000000000e+02,0.000000000000000000e+00,-8.000000000000000000e+01
7.250000000000000000e+02,2.000000000000000000e+01,-8.000000000000000000e+01
7.250000000000000000e+02,4.000000000000000000e+01,-8.000000000000000000e+01
7.250000000000000000e+02,6.000000000000000000e+01,-8.000000000000000000e+01
7.250000000000000000e+02,8.000000000000000000e+01,-8.000000000000000000e+01
7.250000000000000000e+02,1.000000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,1.200000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,1.400000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,1.600000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,1.800000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,2.000000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,2.200000000000000000e+02,-8.000000000000000000e+01
7.250000000000000000e+02,2.400000000000000000e+02,-8.000000000000000000e+01
